cik,filedFor,ticker,no_shares,value,nameOfIssuer
1067983,2024-12-31,ALLY,12719675,458035497,ALLY FINL INC
1067983,2024-12-31,ALLY,2803875,100967539,ALLY FINL INC
1067983,2024-12-31,ALLY,4228200,152257482,ALLY FINL INC
1067983,2024-12-31,ALLY,3137000,112963370,ALLY FINL INC
1067983,2024-12-31,ALLY,4836250,174153363,ALLY FINL INC
1067983,2024-12-31,ALLY,1275000,45912750,ALLY FINL INC
1067983,2024-12-31,AMZN,7724000,1694568360,AMAZON COM INC
1067983,2024-12-31,AMZN,2276000,499331640,AMAZON COM INC
1067983,2024-12-31,AXP,1149942,341291286,AMERICAN EXPRESS CO
1067983,2024-12-31,AXP,149061045,44239827546,AMERICAN EXPRESS CO
1067983,2024-12-31,AXP,1399713,415420821,AMERICAN EXPRESS CO
1067983,2024-12-31,AAPL,692000,173290640,APPLE INC
1067983,2024-12-31,AAPL,3840000,961612800,APPLE INC
1067983,2024-12-31,AAPL,34000,8514280,APPLE INC
1067983,2024-12-31,AAPL,34724000,8695584080,APPLE INC
1067983,2024-12-31,AAPL,2724000,682144080,APPLE INC
1067983,2024-12-31,AAPL,15532000,3889523440,APPLE INC
1067983,2024-12-31,AAPL,61542988,15411595055,APPLE INC
1067983,2024-12-31,AAPL,7204000,1804025680,APPLE INC
1067983,2024-12-31,AAPL,14472000,3624078240,APPLE INC
1067983,2024-12-31,AAPL,152747012,38250906745,APPLE INC
1067983,2024-12-31,AAPL,2712000,679139040,APPLE INC
1067983,2024-12-31,AAPL,3776000,945585920,APPLE INC
1067983,2024-12-31,BATRK,108217,4140382,ATLANTA BRAVES HLDGS INC
1067983,2024-12-31,BATRK,96867,3706131,ATLANTA BRAVES HLDGS INC
1067983,2024-12-31,BATRK,14929,571184,ATLANTA BRAVES HLDGS INC
1067983,2024-12-31,BATRK,3632,138960,ATLANTA BRAVES HLDGS INC
1067983,2024-12-31,BAC,3920000,172284000,BANK AMER CORP
1067983,2024-12-31,BAC,11900000,523005000,BANK AMER CORP
1067983,2024-12-31,BAC,145500,6394725,BANK AMER CORP
1067983,2024-12-31,BAC,140000000,6153000000,BANK AMER CORP
1067983,2024-12-31,BAC,5600000,246120000,BANK AMER CORP
1067983,2024-12-31,BAC,2100000,92295000,BANK AMER CORP
1067983,2024-12-31,BAC,21000000,922950000,BANK AMER CORP
1067983,2024-12-31,BAC,310800000,13659660000,BANK AMER CORP
1067983,2024-12-31,BAC,11062607,486201578,BANK AMER CORP
1067983,2024-12-31,BAC,135905480,5973045846,BANK AMER CORP
1067983,2024-12-31,BAC,28000000,1230600000,BANK AMER CORP
1067983,2024-12-31,BAC,9800000,430710000,BANK AMER CORP
1067983,2024-12-31,COF,1939213,345800462,CAPITAL ONE FINL CORP
1067983,2024-12-31,COF,3373787,601613698,CAPITAL ONE FINL CORP
1067983,2024-12-31,COF,2137000,381069840,CAPITAL ONE FINL CORP
1067983,2024-12-31,CHTR,1991759,682715232,CHARTER COMMUNICATIONS INC N
1067983,2024-12-31,CVX,17564001,2543969905,CHEVRON CORP NEW
1067983,2024-12-31,CVX,61400,8893176,CHEVRON CORP NEW
1067983,2024-12-31,CVX,2092000,303005280,CHEVRON CORP NEW
1067983,2024-12-31,CVX,32517208,4709792407,CHEVRON CORP NEW
1067983,2024-12-31,CVX,2858400,414010656,CHEVRON CORP NEW
1067983,2024-12-31,CVX,61579525,8919178401,CHEVRON CORP NEW
1067983,2024-12-31,CVX,1938000,280699920,CHEVRON CORP NEW
1067983,2024-12-31,C,14639502,1030474546,CITIGROUP INC
1067983,2024-12-31,KO,800000,49808000,COCA COLA CO
1067983,2024-12-31,KO,371471,23127784,COCA COLA CO
1067983,2024-12-31,KO,85000,5292100,COCA COLA CO
1067983,2024-12-31,KO,80283200,4998432032,COCA COLA CO
1067983,2024-12-31,KO,1824000,113562240,COCA COLA CO
1067983,2024-12-31,KO,14411200,897241312,COCA COLA CO
1067983,2024-12-31,KO,14990400,933302304,COCA COLA CO
1067983,2024-12-31,KO,282722729,17602317108,COCA COLA CO
1067983,2024-12-31,KO,3552000,221147520,COCA COLA CO
1067983,2024-12-31,KO,960000,59769600,COCA COLA CO
1067983,2024-12-31,STZ,5624324,1242975604,CONSTELLATION BRANDS INC
1067983,2024-12-31,DVA,17582088,2629401260,DAVITA INC
1067983,2024-12-31,DVA,18513482,2768691233,DAVITA INC
1067983,2024-12-31,DEO,227750,28953858,DIAGEO P L C
1067983,2024-12-31,DPZ,2382000,999868320,DOMINOS PIZZA INC
1067983,2024-12-31,HEI.A,1049687,195325757,HEICO CORP NEW
1067983,2024-12-31,JEF,433558,33990947,JEFFERIES FINL GROUP INC
1067983,2024-12-31,KHC,325634818,10000245261,KRAFT HEINZ CO
1067983,2024-12-31,KR,16607090,1015523554,KROGER CO
1067983,2024-12-31,KR,768531,46995671,KROGER CO
1067983,2024-12-31,KR,5367119,328199327,KROGER CO
1067983,2024-12-31,KR,27257260,1666781449,KROGER CO
1067983,2024-12-31,LEN.B,152572,20162390,LENNAR CORP
1067983,2024-12-31,LLYVK,3639582,247709951,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,LLYVK,143157,9743265,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,LLYVK,5529646,376347707,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,LLYVK,162620,11067917,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,LLYVK,1442656,98187167,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,LLYVA,1011698,67338619,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,LLYVA,3284775,218634624,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,LLYVA,233347,15531576,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,LLYVA,456768,30402478,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,FWONK,2815639,260897110,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,FWONK,3344800,309929168,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,FWONK,515501,47766323,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,FWONK,125420,11621417,LIBERTY MEDIA CORP DEL
1067983,2024-12-31,LPX,1319884,136673988,LOUISIANA PAC CORP
1067983,2024-12-31,LPX,4344909,449915327,LOUISIANA PAC CORP
1067983,2024-12-31,MA,3986648,2099249237,MASTERCARD INC
1067983,2024-12-31,MCO,72100,34129977,MOODYS CORP
1067983,2024-12-31,MCO,11973928,5668098297,MOODYS CORP
1067983,2024-12-31,MCO,12623750,5975704538,MOODYS CORP
1067983,2024-12-31,NVR,11112,90883937,NVR INC
1067983,2024-12-31,OXY,264178414,13053055436,OCCIDENTAL PETE CORP
1067983,2024-12-31,POOL,598689,204117028,POOL CORP
1067983,2024-12-31,SIRI,15984890,364455492,SIRIUS XM HOLDINGS INC
1067983,2024-12-31,SIRI,93812102,2138915926,SIRIUS XM HOLDINGS INC
1067983,2024-12-31,SIRI,1326491,30243995,SIRIUS XM HOLDINGS INC
1067983,2024-12-31,SIRI,6345090,144668052,SIRIUS XM HOLDINGS INC
1067983,2024-12-31,TMUS,4350000,960175500,T-MOBILE US INC
1067983,2024-12-31,VRSN,5272947,1091289111,VERISIGN INC
1067983,2024-12-31,VRSN,7998510,1655371630,VERISIGN INC
1067983,2024-12-31,V,8297460,2622329258,VISA INC
1067983,2024-12-31,AON,2304000,827504640,AON PLC
1067983,2024-12-31,AON,43806,15733363,AON PLC
1067983,2024-12-31,AON,1752194,629317997,AON PLC
1067983,2024-12-31,NU,40180168,416266540,NU HLDGS LTD
1067983,2024-12-31,LILA,1005607,6395661,LIBERTY LATIN AMERICA LTD
1067983,2024-12-31,LILA,1625185,10336177,LIBERTY LATIN AMERICA LTD
1067983,2024-12-31,LILAK,1284020,8140687,LIBERTY LATIN AMERICA LTD
1067983,2024-12-31,CB,27033784,7469434519,CHUBB LIMITED
1067983,2024-09-30,ALLY,12719675,452693233,ALLY FINL INC
1067983,2024-09-30,ALLY,2803875,99789911,ALLY FINL INC
1067983,2024-09-30,ALLY,4228200,150481638,ALLY FINL INC
1067983,2024-09-30,ALLY,3137000,111645830,ALLY FINL INC
1067983,2024-09-30,ALLY,4836250,172122138,ALLY FINL INC
1067983,2024-09-30,ALLY,1275000,45377250,ALLY FINL INC
1067983,2024-09-30,AMZN,7724000,1439212920,AMAZON COM INC
1067983,2024-09-30,AMZN,2276000,424087080,AMAZON COM INC
1067983,2024-09-30,AXP,1149942,311864270,AMERICAN EXPRESS CO
1067983,2024-09-30,AXP,149061045,40425355404,AMERICAN EXPRESS CO
1067983,2024-09-30,AXP,1399713,379602166,AMERICAN EXPRESS CO
1067983,2024-09-30,AAPL,692000,161236000,APPLE INC
1067983,2024-09-30,AAPL,3840000,894720000,APPLE INC
1067983,2024-09-30,AAPL,34000,7922000,APPLE INC
1067983,2024-09-30,AAPL,34724000,8090692000,APPLE INC
1067983,2024-09-30,AAPL,2724000,634692000,APPLE INC
1067983,2024-09-30,AAPL,15532000,3618956000,APPLE INC
1067983,2024-09-30,AAPL,61542988,14339516204,APPLE INC
1067983,2024-09-30,AAPL,7204000,1678532000,APPLE INC
1067983,2024-09-30,AAPL,14472000,3371976000,APPLE INC
1067983,2024-09-30,AAPL,152747012,35590053796,APPLE INC
1067983,2024-09-30,AAPL,2712000,631896000,APPLE INC
1067983,2024-09-30,AAPL,3776000,879808000,APPLE INC
1067983,2024-09-30,BATRK,108217,4307037,ATLANTA BRAVES HLDGS INC
1067983,2024-09-30,BATRK,96867,3855307,ATLANTA BRAVES HLDGS INC
1067983,2024-09-30,BATRK,14929,594174,ATLANTA BRAVES HLDGS INC
1067983,2024-09-30,BATRK,3632,144554,ATLANTA BRAVES HLDGS INC
1067983,2024-09-30,BAC,3920000,155545600,BANK AMER CORP
1067983,2024-09-30,BAC,11900000,472192000,BANK AMER CORP
1067983,2024-09-30,BAC,9238500,366583680,BANK AMER CORP
1067983,2024-09-30,BAC,140000000,5555200000,BANK AMER CORP
1067983,2024-09-30,BAC,6450000,255936000,BANK AMER CORP
1067983,2024-09-30,BAC,2100000,83328000,BANK AMER CORP
1067983,2024-09-30,BAC,21000000,833280000,BANK AMER CORP
1067983,2024-09-30,BAC,311780000,12371430400,BANK AMER CORP
1067983,2024-09-30,BAC,560000,22220800,BANK AMER CORP
1067983,2024-09-30,BAC,28668366,1137560763,BANK AMER CORP
1067983,2024-09-30,BAC,224266441,8898892379,BANK AMER CORP
1067983,2024-09-30,BAC,28000000,1111040000,BANK AMER CORP
1067983,2024-09-30,BAC,9800000,388864000,BANK AMER CORP
1067983,2024-09-30,COF,2910078,435725979,CAPITAL ONE FINL CORP
1067983,2024-09-30,COF,3920291,586985171,CAPITAL ONE FINL CORP
1067983,2024-09-30,COF,2137000,319973010,CAPITAL ONE FINL CORP
1067983,2024-09-30,COF,132631,19858840,CAPITAL ONE FINL CORP
1067983,2024-09-30,CHTR,2821879,914514546,CHARTER COMMUNICATIONS INC N
1067983,2024-09-30,CVX,17564001,2586650427,CHEVRON CORP NEW
1067983,2024-09-30,CVX,61400,9042378,CHEVRON CORP NEW
1067983,2024-09-30,CVX,2092000,308088840,CHEVRON CORP NEW
1067983,2024-09-30,CVX,32517208,4788809222,CHEVRON CORP NEW
1067983,2024-09-30,CVX,2858400,420956568,CHEVRON CORP NEW
1067983,2024-09-30,CVX,61579525,9068816647,CHEVRON CORP NEW
1067983,2024-09-30,CVX,1938000,285409260,CHEVRON CORP NEW
1067983,2024-09-30,C,3645000,228177000,CITIGROUP INC
1067983,2024-09-30,C,89000,5571400,CITIGROUP INC
1067983,2024-09-30,C,28405025,1778154565,CITIGROUP INC
1067983,2024-09-30,C,5685250,355896650,CITIGROUP INC
1067983,2024-09-30,C,14407522,901910877,CITIGROUP INC
1067983,2024-09-30,C,3013000,188613800,CITIGROUP INC
1067983,2024-09-30,KO,800000,57488000,COCA COLA CO
1067983,2024-09-30,KO,371471,26693906,COCA COLA CO
1067983,2024-09-30,KO,85000,6108100,COCA COLA CO
1067983,2024-09-30,KO,80283200,5769150752,COCA COLA CO
1067983,2024-09-30,KO,1824000,131072640,COCA COLA CO
1067983,2024-09-30,KO,14411200,1035588832,COCA COLA CO
1067983,2024-09-30,KO,14990400,1077210144,COCA COLA CO
1067983,2024-09-30,KO,282722729,20316455306,COCA COLA CO
1067983,2024-09-30,KO,3552000,255246720,COCA COLA CO
1067983,2024-09-30,KO,960000,68985600,COCA COLA CO
1067983,2024-09-30,DVA,17582088,2882231686,DAVITA INC
1067983,2024-09-30,DVA,18513482,3034915104,DAVITA INC
1067983,2024-09-30,DEO,227750,31962435,DIAGEO P L C
1067983,2024-09-30,DPZ,1277256,549398896,DOMINOS PIZZA INC
1067983,2024-09-30,HEI.A,1049687,213884223,HEICO CORP NEW
1067983,2024-09-30,JEF,433558,26685495,JEFFERIES FINL GROUP INC
1067983,2024-09-30,KHC,325634818,11433038460,KRAFT HEINZ CO
1067983,2024-09-30,KR,16607090,951586257,KROGER CO
1067983,2024-09-30,KR,768531,44036826,KROGER CO
1067983,2024-09-30,KR,5367119,307535919,KROGER CO
1067983,2024-09-30,KR,27257260,1561840998,KROGER CO
1067983,2024-09-30,LEN.B,152572,26385802,LENNAR CORP
1067983,2024-09-30,LLYVK,3639582,186819744,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,LLYVK,143157,7348249,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,LLYVK,5529646,283836729,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,LLYVK,162620,8347285,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,LLYVK,1442656,74051532,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,LLYVA,1011698,50089168,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,LLYVA,3284775,162629210,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,LLYVA,233347,11553010,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,LLYVA,456768,22614584,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,FWONK,3736730,289335004,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,FWONK,3344800,258987864,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,FWONK,515501,39915242,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,FWONK,125420,9711271,LIBERTY MEDIA CORP DEL
1067983,2024-09-30,LPX,1619884,174072735,LOUISIANA PAC CORP
1067983,2024-09-30,LPX,4344909,466903921,LOUISIANA PAC CORP
1067983,2024-09-30,MA,3986648,1968606782,MASTERCARD INC
1067983,2024-09-30,MCO,72100,34217939,MOODYS CORP
1067983,2024-09-30,MCO,11973928,5682706490,MOODYS CORP
1067983,2024-09-30,MCO,12623750,5991105513,MOODYS CORP
1067983,2024-09-30,NVR,11112,109028722,NVR INC
1067983,2024-09-30,OXY,255281524,13157209747,OCCIDENTAL PETE CORP
1067983,2024-09-30,POOL,404057,152248678,POOL CORP
1067983,2024-09-30,SPY,39400,22606144,SPDR S&P 500 ETF TR
1067983,2024-09-30,SIRI,15984890,378042649,SIRIUS XM HOLDINGS INC
1067983,2024-09-30,SIRI,81498558,1927440897,SIRIUS XM HOLDINGS INC
1067983,2024-09-30,SIRI,1326491,31371512,SIRIUS XM HOLDINGS INC
1067983,2024-09-30,SIRI,6345090,150061379,SIRIUS XM HOLDINGS INC
1067983,2024-09-30,TMUS,4672000,964113920,T-MOBILE US INC
1067983,2024-09-30,ULTA,24203,9417871,ULTA BEAUTY INC
1067983,2024-09-30,VOO,43000,22689810,VANGUARD INDEX FDS
1067983,2024-09-30,VRSN,4910132,932728675,VERISIGN INC
1067983,2024-09-30,VRSN,7905481,1501725171,VERISIGN INC
1067983,2024-09-30,V,8297460,2281386627,VISA INC
1067983,2024-09-30,AON,2304000,797160960,AON PLC
1067983,2024-09-30,AON,43806,15156438,AON PLC
1067983,2024-09-30,AON,1752194,606241602,AON PLC
1067983,2024-09-30,NU,86438997,1179892309,NU HLDGS LTD
1067983,2024-09-30,LILA,1005607,9633715,LIBERTY LATIN AMERICA LTD
1067983,2024-09-30,LILA,1625185,15569272,LIBERTY LATIN AMERICA LTD
1067983,2024-09-30,LILAK,1284020,12185350,LIBERTY LATIN AMERICA LTD
1067983,2024-09-30,CB,27033784,7796272968,CHUBB LIMITED
1067983,2024-06-30,ALLY,12719675,504589507,ALLY FINL INC
1067983,2024-06-30,ALLY,2803875,111229721,ALLY FINL INC
1067983,2024-06-30,ALLY,4228200,167732694,ALLY FINL INC
1067983,2024-06-30,ALLY,3137000,124444790,ALLY FINL INC
1067983,2024-06-30,ALLY,4836250,191854038,ALLY FINL INC
1067983,2024-06-30,ALLY,1275000,50579250,ALLY FINL INC
1067983,2024-06-30,AMZN,7724000,1492663000,AMAZON COM INC
1067983,2024-06-30,AMZN,2276000,439837000,AMAZON COM INC
1067983,2024-06-30,AXP,1149942,266269070,AMERICAN EXPRESS CO
1067983,2024-06-30,AXP,149061045,34515084970,AMERICAN EXPRESS CO
1067983,2024-06-30,AXP,1399713,324103545,AMERICAN EXPRESS CO
1067983,2024-06-30,AAPL,692000,145749040,APPLE INC
1067983,2024-06-30,AAPL,3840000,808780800,APPLE INC
1067983,2024-06-30,AAPL,34000,7161080,APPLE INC
1067983,2024-06-30,AAPL,50448528,10625468967,APPLE INC
1067983,2024-06-30,AAPL,2724000,573728880,APPLE INC
1067983,2024-06-30,AAPL,15736207,3314359918,APPLE INC
1067983,2024-06-30,AAPL,61542988,12962184133,APPLE INC
1067983,2024-06-30,AAPL,7204000,1517306480,APPLE INC
1067983,2024-06-30,AAPL,33346210,7023378750,APPLE INC
1067983,2024-06-30,AAPL,217944067,45903379392,APPLE INC
1067983,2024-06-30,AAPL,2712000,571201440,APPLE INC
1067983,2024-06-30,AAPL,3776000,795301120,APPLE INC
1067983,2024-06-30,BATRK,108217,4268078,ATLANTA BRAVES HLDGS INC
1067983,2024-06-30,BATRK,96867,3820434,ATLANTA BRAVES HLDGS INC
1067983,2024-06-30,BATRK,14929,588800,ATLANTA BRAVES HLDGS INC
1067983,2024-06-30,BATRK,3632,143246,ATLANTA BRAVES HLDGS INC
1067983,2024-06-30,BAC,3920000,155898400,BANK AMER CORP
1067983,2024-06-30,BAC,11900000,473263000,BANK AMER CORP
1067983,2024-06-30,BAC,17482500,695279025,BANK AMER CORP
1067983,2024-06-30,BAC,140000000,5567800000,BANK AMER CORP
1067983,2024-06-30,BAC,31478000,1251880060,BANK AMER CORP
1067983,2024-06-30,BAC,2100000,83517000,BANK AMER CORP
1067983,2024-06-30,BAC,22751400,904823178,BANK AMER CORP
1067983,2024-06-30,BAC,311780000,12399490600,BANK AMER CORP
1067983,2024-06-30,BAC,11999000,477200230,BANK AMER CORP
1067983,2024-06-30,BAC,39675000,1577874750,BANK AMER CORP
1067983,2024-06-30,BAC,401966106,15986192036,BANK AMER CORP
1067983,2024-06-30,BAC,28000000,1113560000,BANK AMER CORP
1067983,2024-06-30,BAC,9800000,389746000,BANK AMER CORP
1067983,2024-06-30,COF,3629130,502453049,CAPITAL ONE FINL CORP
1067983,2024-06-30,COF,3920291,542764289,CAPITAL ONE FINL CORP
1067983,2024-06-30,COF,2137000,295867650,CAPITAL ONE FINL CORP
1067983,2024-06-30,COF,132631,18362762,CAPITAL ONE FINL CORP
1067983,2024-06-30,CHTR,3828941,1144700201,CHARTER COMMUNICATIONS INC N
1067983,2024-06-30,CVX,17564001,2747361036,CHEVRON CORP NEW
1067983,2024-06-30,CVX,61400,9604188,CHEVRON CORP NEW
1067983,2024-06-30,CVX,2092000,327230640,CHEVRON CORP NEW
1067983,2024-06-30,CVX,32517208,5086341675,CHEVRON CORP NEW
1067983,2024-06-30,CVX,2858400,447110928,CHEVRON CORP NEW
1067983,2024-06-30,CVX,61579525,9632269301,CHEVRON CORP NEW
1067983,2024-06-30,CVX,1938000,303141960,CHEVRON CORP NEW
1067983,2024-06-30,C,3645000,231311700,CITIGROUP INC
1067983,2024-06-30,C,89000,5647940,CITIGROUP INC
1067983,2024-06-30,C,28405025,1802582887,CITIGROUP INC
1067983,2024-06-30,C,5685250,360785965,CITIGROUP INC
1067983,2024-06-30,C,14407522,914301346,CITIGROUP INC
1067983,2024-06-30,C,3013000,191204980,CITIGROUP INC
1067983,2024-06-30,KO,800000,50920000,COCA COLA CO
1067983,2024-06-30,KO,371471,23644129,COCA COLA CO
1067983,2024-06-30,KO,85000,5410250,COCA COLA CO
1067983,2024-06-30,KO,80283200,5110025680,COCA COLA CO
1067983,2024-06-30,KO,1824000,116097600,COCA COLA CO
1067983,2024-06-30,KO,14411200,917272880,COCA COLA CO
1067983,2024-06-30,KO,14990400,954138960,COCA COLA CO
1067983,2024-06-30,KO,282722729,17995301701,COCA COLA CO
1067983,2024-06-30,KO,3552000,226084800,COCA COLA CO
1067983,2024-06-30,KO,960000,61104000,COCA COLA CO
1067983,2024-06-30,DVA,17582088,2436349934,DAVITA INC
1067983,2024-06-30,DVA,18513482,2565413201,DAVITA INC
1067983,2024-06-30,DEO,227750,28714720,DIAGEO P L C
1067983,2024-06-30,FND,1302870,129518307,FLOOR & DECOR HLDGS INC
1067983,2024-06-30,FND,1165900,115902119,FLOOR & DECOR HLDGS INC
1067983,2024-06-30,FND,1041000,103485810,FLOOR & DECOR HLDGS INC
1067983,2024-06-30,FND,468100,46533821,FLOOR & DECOR HLDGS INC
1067983,2024-06-30,HEI.A,1044242,185373840,HEICO CORP NEW
1067983,2024-06-30,JEF,433558,21573846,JEFFERIES FINL GROUP INC
1067983,2024-06-30,KHC,325634818,10491953836,KRAFT HEINZ CO
1067983,2024-06-30,KR,16607090,829192004,KROGER CO
1067983,2024-06-30,KR,768531,38372753,KROGER CO
1067983,2024-06-30,KR,5367119,267980252,KROGER CO
1067983,2024-06-30,KR,27257260,1360954992,KROGER CO
1067983,2024-06-30,LEN.B,152572,21273114,LENNAR CORP
1067983,2024-06-30,LLYVK,3639582,139286803,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LLYVK,143157,5478618,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LLYVK,5529646,211619552,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LLYVK,162620,6223467,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LLYVK,1442656,55210445,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LLYVA,1011698,37948792,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LLYVA,3284775,123211910,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LLYVA,233347,8752846,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LLYVA,456768,17133368,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LSXMK,14778322,327487616,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LSXMK,48824939,1081960648,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LSXMK,650480,14414637,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LSXMK,5749156,127401297,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LSXMA,4308117,95424792,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LSXMA,28113639,622717104,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LSXMA,933391,20674611,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LSXMA,1827072,40469645,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,FWONK,3736730,268446683,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,FWONK,3344800,240290432,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,FWONK,515501,37033592,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,FWONK,125420,9010173,LIBERTY MEDIA CORP DEL
1067983,2024-06-30,LPX,1619884,133365050,LOUISIANA PAC CORP
1067983,2024-06-30,LPX,4344909,357716358,LOUISIANA PAC CORP
1067983,2024-06-30,MA,3986648,1758749632,MASTERCARD INC
1067983,2024-06-30,MCO,72100,30349053,MOODYS CORP
1067983,2024-06-30,MCO,11973928,5040185513,MOODYS CORP
1067983,2024-06-30,MCO,12623750,5313715088,MOODYS CORP
1067983,2024-06-30,NVR,11112,84324079,NVR INC
1067983,2024-06-30,OXY,255281524,16090394458,OCCIDENTAL PETE CORP
1067983,2024-06-30,SPY,39400,21442268,SPDR S&P 500 ETF TR
1067983,2024-06-30,SIRI,132878213,376045343,SIRIUS XM HOLDINGS INC
1067983,2024-06-30,TMUS,4672000,823112960,T-MOBILE US INC
1067983,2024-06-30,ULTA,563106,217285712,ULTA BEAUTY INC
1067983,2024-06-30,ULTA,127000,49005490,ULTA BEAUTY INC
1067983,2024-06-30,VOO,43000,21505590,VANGUARD INDEX FDS
1067983,2024-06-30,VRSN,4910132,873021470,VERISIGN INC
1067983,2024-06-30,VRSN,7905481,1405594522,VERISIGN INC
1067983,2024-06-30,V,8297460,2177834326,VISA INC
1067983,2024-06-30,AON,2304000,676408320,AON PLC
1067983,2024-06-30,AON,43806,12860565,AON PLC
1067983,2024-06-30,AON,1752194,514409115,AON PLC
1067983,2024-06-30,NU,107118784,1380761126,NU HLDGS LTD
1067983,2024-06-30,LILA,1005607,9663883,LIBERTY LATIN AMERICA LTD
1067983,2024-06-30,LILA,1625185,15618028,LIBERTY LATIN AMERICA LTD
1067983,2024-06-30,LILAK,1284020,12352272,LIBERTY LATIN AMERICA LTD
1067983,2024-06-30,CB,27033784,6895777623,CHUBB LIMITED
1067983,2023-12-31,CB,20100000,4542600000,CHUBB LIMITED
1067983,2023-09-30,CB,8143530,1695320075,CHUBB LIMITED
1067983,2024-03-31,ALLY,12719675,516291608,ALLY FINL INC
1067983,2024-03-31,ALLY,2803875,113809286,ALLY FINL INC
1067983,2024-03-31,ALLY,4228200,171622638,ALLY FINL INC
1067983,2024-03-31,ALLY,3137000,127330830,ALLY FINL INC
1067983,2024-03-31,ALLY,4836250,196303388,ALLY FINL INC
1067983,2024-03-31,ALLY,1275000,51752250,ALLY FINL INC
1067983,2024-03-31,AMZN,7724000,1393255120,AMAZON COM INC
1067983,2024-03-31,AMZN,2276000,410544880,AMAZON COM INC
1067983,2024-03-31,AXP,1149942,261830294,AMERICAN EXPRESS CO
1067983,2024-03-31,AXP,149061045,33939709336,AMERICAN EXPRESS CO
1067983,2024-03-31,AXP,1399713,318700653,AMERICAN EXPRESS CO
1067983,2024-03-31,AAPL,692000,118664160,APPLE INC
1067983,2024-03-31,AAPL,3840000,658483200,APPLE INC
1067983,2024-03-31,AAPL,21907676,3756728280,APPLE INC
1067983,2024-03-31,AAPL,56824000,9744179520,APPLE INC
1067983,2024-03-31,AAPL,2724000,467111520,APPLE INC
1067983,2024-03-31,AAPL,15736207,2698444776,APPLE INC
1067983,2024-03-31,AAPL,61542988,10553391582,APPLE INC
1067983,2024-03-31,AAPL,12152000,2083824960,APPLE INC
1067983,2024-03-31,AAPL,47832000,8202231360,APPLE INC
1067983,2024-03-31,AAPL,559629579,95965280207,APPLE INC
1067983,2024-03-31,AAPL,2712000,465053760,APPLE INC
1067983,2024-03-31,AAPL,3776000,647508480,APPLE INC
1067983,2024-03-31,BATRK,108217,4226956,ATLANTA BRAVES HLDGS INC
1067983,2024-03-31,BATRK,96867,3783625,ATLANTA BRAVES HLDGS INC
1067983,2024-03-31,BATRK,14929,583127,ATLANTA BRAVES HLDGS INC
1067983,2024-03-31,BATRK,3632,141866,ATLANTA BRAVES HLDGS INC
1067983,2024-03-31,BAC,3920000,148646400,BANK AMER CORP
1067983,2024-03-31,BAC,11900000,451248000,BANK AMER CORP
1067983,2024-03-31,BAC,17482500,662936400,BANK AMER CORP
1067983,2024-03-31,BAC,140000000,5308800000,BANK AMER CORP
1067983,2024-03-31,BAC,31478000,1193645760,BANK AMER CORP
1067983,2024-03-31,BAC,2100000,79632000,BANK AMER CORP
