filedFor,cik,ticker,no_shares,value
2008-09-30,1020882,IRM,3372200,82315000
2008-09-30,104169,WMT,19944300,1194464000
2008-09-30,104889,GHC,1727765,961951000
2008-09-30,105598,WFC,290407668,10899000000
2008-09-30,105729,WSC1,5703087,2036002000
2008-09-30,1059556,DUT,48000000,1632000000
2008-09-30,1103982,MDLZ,138272500,4528424000
2008-09-30,1121404,SNY,3903933,128323000
2008-09-30,1131399,GSK,1510500,65646000
2008-09-30,1156039,ELV,4777300,223424000
2008-09-30,1170010,KMX,18444100,258217000
2008-09-30,1179484,CDCO,1538377,14630000
2008-09-30,1390844,WBC1EUR,2700000,95958000
2008-09-30,1393231,COST,5254000,341142000
2008-09-30,200406,JNJ,61754448,4278348000
2008-09-30,21344,KO,200000000,10576000000
2008-09-30,22301,CMCSA,12000000,236640000
2008-09-30,310569,BUD1,13845000,898264000
2008-09-30,31277,ETN,2908700,163411000
2008-09-30,315066,WFC,63785418,5895686000
2008-09-30,320187,NKE,7641000,511183000
2008-09-30,320335,GL,2823879,168869000
2008-09-30,354950,HD,3700000,95793000
2008-09-30,36104,USB,72937126,2627194000
2008-09-30,36270,MTB,6715060,599319000
2008-09-30,39899,TGNA,3447600,58299000
2008-09-30,40545,GE,7777900,198336000
2008-09-30,50485,IR,5636600,175674000
2008-09-30,60667,LOW,6500000,153985000
2008-09-30,702165,NSC,1933000,127984000
2008-09-30,70858,BAC,5000000,175000000
2008-09-30,731766,UNH,6379900,161986000
2008-09-30,750556,STI1,3204600,144175000
2008-09-30,757011,USG1,17072192,437048000
2008-09-30,78214,COP,83955800,6149762000
2008-09-30,80424,PG,105847000,7376477000
2008-09-30,809697,UPS,1429200,89882000
2008-09-30,922812,AXP,151610700,5371567000
2008-12-31,1004440,CEG1,19897322,499224000
2008-12-31,100885,UNP,8906000,425707000
2008-12-31,1013871,NRA,7200000,167976000
2008-12-31,1020882,IRM,3372200,83395000
2008-12-31,104169,WMT,19944300,1118078000
2008-12-31,104889,GHC,1727765,674259000
2008-12-31,105598,WFC,290244868,8554419000
2008-12-31,105729,WSC1,5703087,1641919000
2008-12-31,1059556,DUT,48000000,964320000
2008-12-31,1103982,MDLZ,138272500,3712617000
2008-12-31,1121404,SNY,3903933,125545000
2008-12-31,1131399,GSK,1510500,56296000
2008-12-31,1156039,ELV,4777300,201268000
2008-12-31,1170010,KMX,17636500,138976000
2008-12-31,1179484,CDCO,1538377,11999000
2008-12-31,1298341,NLC,8739100,100849000
2008-12-31,1390844,WBC1EUR,2700000,42633000
2008-12-31,1393231,COST,5254000,275835000
2008-12-31,200406,JNJ,28611591,1711831000
2008-12-31,21344,KO,200000000,9054000000
2008-12-31,22301,CMCSA,12000000,193800000
2008-12-31,31277,ETN,3200000,159072000
2008-12-31,315066,WFC,70089829,5306440000
2008-12-31,320187,NKE,7641000,389691000
2008-12-31,320335,GL,2823879,126227000
2008-12-31,354950,HD,3700000,85174000
2008-12-31,36104,USB,67551426,1689461000
2008-12-31,36270,MTB,6715060,385512000
2008-12-31,39899,TGNA,3447600,27581000
2008-12-31,40545,GE,7777900,126002000
2008-12-31,50485,IR,7782600,135028000
2008-12-31,60667,LOW,6500000,139880000
2008-12-31,702165,NSC,1933000,90948000
2008-12-31,70858,BAC,5000000,70400000
2008-12-31,731766,UNH,6300000,167580000
2008-12-31,750556,STI1,3204600,94663000
2008-12-31,757011,USG1,17072192,137260000
2008-12-31,78214,COP,79896273,4138627000
2008-12-31,80424,PG,96316010,5954255000
2008-12-31,809697,UPS,1429200,78835000
2008-12-31,922812,AXP,151610700,2812379000
2009-03-31,1004440,CEG1,14828207,306351000
2009-03-31,100885,UNP,9558000,392930000
2009-03-31,1013871,NRA,7200000,126720000
2009-03-31,1020882,IRM,3372200,74762000
2009-03-31,104169,WMT,19944300,1039098000
2009-03-31,104889,GHC,1727765,616985000
2009-03-31,105598,WFC,302609212,4309155000
2009-03-31,105729,WSC1,5703087,1574052000
2009-03-31,1059556,DUT,48000000,1100160000
2009-03-31,1103982,MDLZ,138272500,3082094000
2009-03-31,1121404,SNY,3903933,109037000
2009-03-31,1131399,GSK,1510500,46931000
2009-03-31,1156039,ELV,4777300,181394000
2009-03-31,1170010,KMX,12000000,149280000
2009-03-31,1179484,CDCO,1538377,10922000
2009-03-31,1298341,NLC,9000000,117630000
2009-03-31,1390844,WBC1EUR,2700000,33237000
2009-03-31,1393231,COST,5254000,243365000
2009-03-31,200406,JNJ,32508891,1709968000
2009-03-31,21344,KO,200000000,8789999000
2009-03-31,22301,CMCSA,12000000,154440000
2009-03-31,31277,ETN,3200000,117952000
2009-03-31,315066,WFC,76777029,4618138000
2009-03-31,320187,NKE,7641000,358286000
2009-03-31,320335,GL,2823879,74069000
2009-03-31,354950,HD,3700000,87172000
2009-03-31,36104,USB,69039426,1008665000
2009-03-31,36270,MTB,6715060,303789000
2009-03-31,39899,TGNA,3447600,7585000
2009-03-31,40545,GE,7777900,78365000
2009-03-31,50485,IR,7782600,107392000
2009-03-31,60667,LOW,6500000,118625000
2009-03-31,702165,NSC,1933000,65239000
2009-03-31,70858,BAC,5000000,34100000
2009-03-31,731766,UNH,4500000,94185000
2009-03-31,750556,STI1,3204600,37622000
2009-03-31,757011,USG1,17072192,129919000
2009-03-31,78214,COP,71228096,2789292000
2009-03-31,80424,PG,96316010,4535521000
2009-03-31,809697,UPS,1429200,70345000
2009-03-31,922812,AXP,151610700,2066454000
2009-06-30,100885,UNP,9558000,497589000
2009-06-30,1013871,NRA,7200000,186912000
2009-06-30,1020882,IRM,3372200,96951000
2009-06-30,104169,WMT,19944300,966102000
2009-06-30,104889,GHC,1727765,608484000
2009-06-30,105598,WFC,302609212,7341299000
2009-06-30,105729,WSC1,5703087,1659598000
2009-06-30,1059556,DUT,48000000,1264800000
2009-06-30,10795,BDX,1200000,85572000
2009-06-30,1103982,MDLZ,138272500,3503825000
2009-06-30,1121404,SNY,3903933,115126000
2009-06-30,1131399,GSK,1510500,53381000
2009-06-30,1156039,ELV,3500000,178115000
2009-06-30,1170010,KMX,9000000,132320000
2009-06-30,1179484,CDCO,1538377,11537000
2009-06-30,1298341,NLC,9000000,151560000
2009-06-30,1390844,WBC1EUR,2700000,47790000
2009-06-30,1393231,COST,5254000,240528000
2009-06-30,200406,JNJ,36914633,2096751000
2009-06-30,21344,KO,200000000,9597999000
2009-06-30,22301,CMCSA,12000000,169200000
2009-06-30,31277,ETN,2000000,89220000
2009-06-30,315066,WFC,76777029,5646183000
2009-06-30,320187,NKE,7641000,395651000
2009-06-30,320335,GL,2823879,104596000
2009-06-30,34088,XOM,854490,59737000
2009-06-30,354950,HD,2757898,65169000
2009-06-30,36104,USB,69039426,1237186000
2009-06-30,36270,MTB,6715060,341998000
2009-06-30,39899,TGNA,3447600,12308000
2009-06-30,40545,GE,7777900,91157000
2009-06-30,50485,IR,7782600,162643000
2009-06-30,60667,LOW,6500000,126165000
2009-06-30,702165,NSC,1933000,72816000
2009-06-30,70858,BAC,5000000,66000000
2009-06-30,731766,UNH,3400000,84932000
2009-06-30,750556,STI1,3204600,52716000
2009-06-30,757011,USG1,17072192,171917000
2009-06-30,78214,COP,64485759,2712271000
2009-06-30,80424,PG,96316010,4921747000
2009-06-30,809697,UPS,1429200,71446000
2009-06-30,922812,AXP,151610700,3523433000
2009-09-30,100885,UNP,19116000,1115418000
2009-09-30,1013871,NRA,12000000,338280000
2009-09-30,1020882,IRM,6744400,179804000
2009-09-30,104169,WMT,75673284,3714802000
2009-09-30,104889,GHC,3455530,1617464000
2009-09-30,105598,WFC,626711314,17660724000
2009-09-30,105729,WSC1,11406174,3712710000
2009-09-30,1059556,DUT,78438624,1604854000
2009-09-30,1060931,RSG,7250000,192632000
2009-09-30,10795,BDX,2400000,167400000
2009-09-30,1103982,MDLZ,276545000,7264836000
2009-09-30,1121404,SNY,7807866,288500000
2009-09-30,1131399,GSK,3021000,119360000
2009-09-30,1156039,ELV,6788426,321500000
2009-09-30,1170010,KMX,18000000,376200000
2009-09-30,1179484,CDCO,3076754,25352000
2009-09-30,1298341,NLC,18000000,368820000
2009-09-30,1393231,COST,10508000,592442000
2009-09-30,200406,JNJ,73829266,4495466000
2009-09-30,21344,KO,400000000,21480000000
2009-09-30,22301,CMCSA,24000000,385920000
2009-09-30,315066,WFC,153554058,12258220000
2009-09-30,320187,NKE,15282000,988746000
2009-09-30,320335,GL,5647758,245282000
2009-09-30,34088,XOM,2552580,175134000
2009-09-30,354950,HD,5515796,146940000
2009-09-30,36104,USB,138078852,3018404000
2009-09-30,36270,MTB,13430120,836964000
2009-09-30,39899,TGNA,6895200,86258000
2009-09-30,40545,GE,15555800,255426000
2009-09-30,50485,IR,15565200,477346000
2009-09-30,60667,LOW,13000000,272220000
2009-09-30,702165,NSC,3866000,166664000
2009-09-30,70858,BAC,10000000,169200000
2009-09-30,731766,UNH,6800000,170272000
2009-09-30,750556,STI1,6159556,138898000
2009-09-30,757011,USG1,34144384,586600000
2009-09-30,78214,COP,114860336,5187092000
2009-09-30,800921,NSRGY,6800000,289394000
2009-09-30,80424,PG,192632020,11157248000
2009-09-30,809697,UPS,2858400,161414000
2009-09-30,86312,TRV,54672,2692000
2009-09-30,922812,AXP,303221400,10279204000
2009-12-31,1013871,NRA,12000000,283320000
2009-12-31,1020882,IRM,14000000,318640000
2009-12-31,104169,WMT,78074284,4173072000
2009-12-31,104889,GHC,3455530,1519052000
2009-12-31,105598,WFC,640176770,17278370000
2009-12-31,105729,WSC1,11406174,3912318000
2009-12-31,1059556,DUT,63629220,1705264000
2009-12-31,1060931,RSG,16581000,469408000
2009-12-31,10795,BDX,3000000,236580000
2009-12-31,1103982,MDLZ,276545000,7516492000
2009-12-31,1121404,SNY,7807866,306612000
2009-12-31,1131399,GSK,3021000,127638000
2009-12-31,1156039,ELV,2687640,156662000
2009-12-31,1170010,KMX,16000000,388000000
2009-12-31,1179484,CDCO,3076754,30766000
2009-12-31,1298341,NLC,18000000,459180000
2009-12-31,1393231,COST,10508000,621758000
2009-12-31,200406,JNJ,54264934,3495204000
2009-12-31,21344,KO,400000000,22799998000
2009-12-31,22301,CMCSA,24000000,384240000
2009-12-31,315066,WFC,153554058,15143502000
2009-12-31,320187,NKE,15282000,1009682000
2009-12-31,320335,GL,5647758,248220000
2009-12-31,34088,XOM,843600,57526000
2009-12-31,354950,HD,5515796,159572000
2009-12-31,36104,USB,138078852,3108154000
2009-12-31,36270,MTB,13430120,898342000
2009-12-31,39899,TGNA,4404400,65406000
2009-12-31,40545,GE,15555800,235360000
2009-12-31,50485,IR,11273200,402862000
2009-12-31,60667,LOW,13000000,304070000
2009-12-31,70858,BAC,10000000,150600000
2009-12-31,731766,UNH,2350000,71628000
2009-12-31,750556,STI1,4796412,97318000
2009-12-31,757011,USG1,34144384,479728000
2009-12-31,78214,COP,75422660,3851836000
2009-12-31,800921,NSRGY,6800000,328780000
2009-12-31,80424,PG,175006822,10610662000
2009-12-31,809697,UPS,2858400,163986000
2009-12-31,86312,TRV,54672,2726000
2009-12-31,922812,AXP,303221400,12286530000
2010-03-31,1013871,NRA,6000000,125400000
2010-03-31,1020882,IRM,7794800,213578000
2010-03-31,104169,WMT,39037142,2170465000
2010-03-31,104889,GHC,1727765,767439000
2010-03-31,105598,WFC,320088385,9961150000
2010-03-31,105729,WSC1,5703087,2198540000
2010-03-31,1059556,DUT,30783876,915820000
2010-03-31,1060931,RSG,10827700,314220000
2010-03-31,10795,BDX,1744128,137315000
2010-03-31,1103982,MDLZ,106734745,3227659000
2010-03-31,1121404,SNY,3903933,145851000
2010-03-31,1131399,GSK,1510500,58184000
2010-03-31,1170010,KMX,7725900,194075000
2010-03-31,1179484,CDCO,1538377,13230000
2010-03-31,1298341,NLC,9000000,218970000
2010-03-31,1393231,COST,4333363,258745000
2010-03-31,200406,JNJ,23891448,1557722000
2010-03-31,21344,KO,200000000,11000000000
2010-03-31,22301,CMCSA,12000000,215640000
2010-03-31,320187,NKE,7641000,561613000
2010-03-31,320335,GL,2823879,151086000
2010-03-31,34088,XOM,421800,28252000
2010-03-31,354950,HD,2757898,89218000
2010-03-31,36104,USB,69039426,1786740000
2010-03-31,36270,MTB,5563281,441613000
2010-03-31,39899,TGNA,1740231,28749000
2010-03-31,40545,GE,7777900,141558000
2010-03-31,50485,IR,5636600,196527000
2010-03-31,60667,LOW,6500000,157560000
2010-03-31,70858,BAC,5000000,89250000
2010-03-31,757011,USG1,17072192,292959000
2010-03-31,78214,COP,34179249,1748952000
2010-03-31,800921,NSRGY,3400000,174429000
2010-03-31,80424,PG,79096784,5004454000
2010-03-31,809697,UPS,1429200,92055000
2010-03-31,922812,AXP,151610700,6255457000
2010-06-30,1013871,NRA,6000000,127260000
2010-06-30,1020882,IRM,8000000,179680000
2010-06-30,104169,WMT,39037142,1876515000
2010-06-30,104889,GHC,1727765,709214000
2010-06-30,105598,WFC,320088385,8194263000
2010-06-30,105729,WSC1,5703087,1843238000
2010-06-30,1059556,DUT,30783876,613214000
2010-06-30,1060931,RSG,10827700,321908000
2010-06-30,10795,BDX,1889889,127794000
2010-06-30,1103982,MDLZ,105214584,2946008000
2010-06-30,1121404,SNY,4063675,122154000
2010-06-30,1131399,GSK,1510500,51372000
2010-06-30,1170010,KMX,7725900,153745000
2010-06-30,1179484,CDCO,1538377,13799000
2010-06-30,1298341,NLC,9150000,187209000
2010-06-30,1393231,COST,4333363,237598000
2010-06-30,200406,JNJ,41319563,2440334000
2010-06-30,21344,KO,200000000,10024000000
2010-06-30,22301,CMCSA,12000000,197160000
2010-06-30,320187,NKE,7641000,516150000
2010-06-30,320335,GL,2823879,139811000
2010-06-30,34088,XOM,421800,24072000
2010-06-30,354950,HD,2757898,77414000
2010-06-30,36104,USB,69039426,1543031000
2010-06-30,36270,MTB,5363821,455657000
2010-06-30,39899,TGNA,1740231,23424000
2010-06-30,40545,GE,7777900,112157000
2010-06-30,50485,IR,5636600,194386000
2010-06-30,60667,LOW,6500000,132730000
2010-06-30,70858,BAC,5000000,71850000
2010-06-30,757011,USG1,17072192,206232000
2010-06-30,78214,COP,29109637,1428992000
2010-06-30,798354,FI,4400000,200904000
2010-06-30,800921,NSRGY,3400000,164585000
2010-06-30,80424,PG,78071036,4682699000
2010-06-30,809697,UPS,1429200,81307000
2010-06-30,922812,AXP,151610700,6018944000
2010-09-30,104169,WMT,78074284,4178536000
2010-09-30,104889,GHC,3455530,1380174000
2010-09-30,105598,WFC,672817690,16897814000
2010-09-30,105729,WSC1,11406174,4085122000
2010-09-30,1059556,DUT,57747512,1442534000
2010-09-30,10795,BDX,3779778,280082000
2010-09-30,1103982,MDLZ,210429168,6493844000
2010-09-30,1121404,SNY,8127350,270234000
2010-09-30,1131399,GSK,3021000,119390000
2010-09-30,1179484,CDCO,3076754,27692000
2010-09-30,1298341,NLC,12284600,309694000
2010-09-30,1390777,BK,3985518,104140000
2010-09-30,1393231,COST,8666726,558918000
2010-09-30,200406,JNJ,85249126,5282036000
2010-09-30,21344,KO,400000000,23408002000
2010-09-30,22301,CMCSA,373794,6358000
2010-09-30,320187,NKE,7285858,583888000
2010-09-30,320335,GL,5647758,300124000
2010-09-30,34088,XOM,843600,52126000
2010-09-30,36104,USB,138078852,2985264000
2010-09-30,36270,MTB,10727642,877628000
2010-09-30,39899,TGNA,3480462,42566000
2010-09-30,40545,GE,15555800,252782000
2010-09-30,50485,IR,1273200,45424000
2010-09-30,60667,LOW,13000000,289770000
2010-09-30,70858,BAC,10000000,131024000
2010-09-30,757011,USG1,34144384,450364000
2010-09-30,78214,COP,58219274,3343532000
2010-09-30,798354,FI,7821600,420958000
2010-09-30,800921,NSRGY,6800000,364378000
2010-09-30,80424,PG,153532072,9207320000
2010-09-30,809697,UPS,2858400,190626000
2010-09-30,922812,AXP,303221400,12744394000
2010-12-31,104169,WMT,39037142,2105273000
2010-12-31,104889,GHC,1727765,759354000
2010-12-31,105598,WFC,342623925,10617915000
2010-12-31,105729,WSC1,5703087,2101074000
2010-12-31,1059556,DUT,28415250,754141000
2010-12-31,1103982,MDLZ,105214584,3315311000
2010-12-31,1121404,SNY,4063675,130972000
2010-12-31,1131399,GSK,1510500,59242000
2010-12-31,1179484,CDCO,1538377,13846000
2010-12-31,1390777,BK,1793915,54176000
2010-12-31,1393231,COST,4333363,312912000
2010-12-31,200406,JNJ,42624563,2636330000
2010-12-31,21344,KO,200000000,13154000000
2010-12-31,320335,GL,2823879,168698000
2010-12-31,34088,XOM,421800,30842000
2010-12-31,36104,USB,69039426,1861994000
2010-12-31,36270,MTB,5363821,466920000
2010-12-31,39899,TGNA,1740231,26260000
2010-12-31,40545,GE,7777900,142258000
2010-12-31,50485,IR,636600,29949000
2010-12-31,757011,USG1,17072192,287325000
2010-12-31,78214,COP,29109637,1982366000
2010-12-31,80424,PG,76766036,4938358000
2010-12-31,809697,UPS,1429200,103731000
2010-12-31,922812,AXP,151610700,6507132000
2011-03-31,104169,WMT,39037142,2031883000
2011-03-31,104889,GHC,1727765,756001000
2011-03-31,105598,WFC,342623925,10864604000
2011-03-31,105729,WSC1,5703087,2219641000
2011-03-31,1059556,DUT,28415250,963561000
2011-03-31,1103982,MDLZ,105214584,3299529000
2011-03-31,1121404,SNY,4063675,143123000
2011-03-31,1131399,GSK,1510500,58018000
2011-03-31,1141391,MA,216000,54372000
2011-03-31,1179484,CDCO,1538377,14229000
2011-03-31,1390777,BK,1793915,53584000
2011-03-31,1393231,COST,4333363,317722000
2011-03-31,200406,JNJ,42624563,2525506000
2011-03-31,21344,KO,200000000,13268001000
2011-03-31,320335,GL,2823879,187732000
2011-03-31,34088,XOM,421800,35486000
2011-03-31,36104,USB,69039426,1824712000
2011-03-31,36270,MTB,5363821,474537000
2011-03-31,39899,TGNA,1740231,26504000
2011-03-31,40545,GE,7777900,155947000
2011-03-31,50485,IR,636600,30725000
2011-03-31,757011,USG1,17072192,284423000
2011-03-31,78214,COP,29101637,2324057000
2011-03-31,80424,PG,76766036,4728788000
2011-03-31,809697,UPS,1429200,106218000
2011-03-31,851397,IBM,4517774,736713000
2011-03-31,922812,AXP,151610700,6852803000
2011-06-30,104169,WMT,39037142,2074433000
2011-06-30,104889,GHC,1727765,723848000
2011-06-30,105598,WFC,352327608,9886312000
2011-06-30,1059556,DUT,28415250,1089725000
2011-06-30,1103982,MDLZ,99467624,3504245000
2011-06-30,1121404,SNY,4063675,163238000
2011-06-30,1131399,GSK,1510500,64800000
2011-06-30,1141391,MA,405000,122043000
2011-06-30,1179484,CDCO,1538377,9583000
2011-06-30,1390777,BK,1793915,45960000
2011-06-30,1393231,COST,4333363,352042000
2011-06-30,1442145,VRSK,2101125,72741000
2011-06-30,200406,JNJ,42624563,2835387000
2011-06-30,21344,KO,200000000,13457999000
2011-06-30,29534,DG,1497800,50760000
2011-06-30,320335,GL,2823879,181124000
2011-06-30,34088,XOM,421800,34326000
2011-06-30,36104,USB,69039426,1761196000
2011-06-30,36270,MTB,5363821,471749000
2011-06-30,39899,TGNA,1740231,24920000
2011-06-30,40545,GE,7777900,146691000
2011-06-30,50485,IR,636600,28881000
2011-06-30,757011,USG1,17072192,244815000
2011-06-30,78214,COP,29101637,2188152000
2011-06-30,80424,PG,76766036,4880018000
2011-06-30,809697,UPS,1429200,104232000
2011-06-30,851397,IBM,24854744,4263831000
2011-06-30,922812,AXP,151610700,7838273000
2011-09-30,104169,WMT,78074284,4052054000
2011-09-30,104889,GHC,3455530,1129856000
2011-09-30,105598,WFC,722739616,17432480000
2011-09-30,1059556,DUT,56830500,1730490000
2011-09-30,1103982,MDLZ,179493416,6027390000
2011-09-30,1121404,SNY,8127350,266578000
2011-09-30,1131399,GSK,3021000,124738000
2011-09-30,1141391,MA,810000,256900000
2011-09-30,1179484,CDCO,3076754,18768000
2011-09-30,1390777,BK,3587830,66698000
2011-09-30,1393231,COST,8666726,711798000
2011-09-30,1403161,V,4583416,392890000
2011-09-30,1442145,VRSK,6303375,219168000
2011-09-30,1465112,DTV1,8498800,359244000
2011-09-30,200406,JNJ,74893576,4769970000
2011-09-30,21344,KO,400000000,27024000000
2011-09-30,29534,DG,8994494,339632000
2011-09-30,320335,GL,8471636,295320000
2011-09-30,34088,XOM,843600,61270000
2011-09-30,36104,USB,138078852,3250376000
2011-09-30,36270,MTB,10764080,752408000
2011-09-30,39899,TGNA,3480462,33168000
2011-09-30,40545,GE,15555800,236760000
2011-09-30,50485,IR,1273200,35730000
2011-09-30,50863,INTC,18666000,398334000
2011-09-30,64803,CVS,11322000,380306000
2011-09-30,750556,GD,6128844,348670000
2011-09-30,757011,USG1,34144384,229792000
2011-09-30,78214,COP,58201874,3685342000
2011-09-30,80424,PG,153532072,9700154000
2011-09-30,809697,UPS,2858400,180508000
2011-09-30,851397,IBM,114697968,20057234000
2011-09-30,922812,AXP,303221400,13614638000
2011-12-31,104169,WMT,39037142,2332860000
2011-12-31,104889,GHC,1727765,651039000
2011-12-31,105598,WFC,383703628,10574872000
2011-12-31,1059556,DUT,28415250,957025000
2011-12-31,1103982,MDLZ,87034713,3251616000
2011-12-31,1121404,SNY,4063675,148487000
2011-12-31,1131399,GSK,1510500,68924000
2011-12-31,1141391,MA,405000,150992000
2011-12-31,1179484,CDCO,1538377,9075000
2011-12-31,1390777,BK,1793915,35717000
2011-12-31,1393231,COST,4333363,361056000
2011-12-31,1403161,V,2865008,290884000
2011-12-31,1442145,VRSK,3445029,138249000
2011-12-31,1465112,DTV1,20348400,870098000
2011-12-31,1507934,STRZA,1701400,132794000
2011-12-31,200406,JNJ,29018127,1903009000
2011-12-31,21344,KO,200000000,13994002000
2011-12-31,29534,DG,4497247,185017000
2011-12-31,320335,GL,4235818,183791000
2011-12-31,36104,USB,69039426,1867516000
2011-12-31,36270,MTB,5382040,410865000
2011-12-31,39899,TGNA,1740231,23267000
2011-12-31,40545,GE,7777900,139302000
2011-12-31,50485,IR,636600,19379000
2011-12-31,50863,INTC,11495000,278754000
2011-12-31,64803,CVS,7106500,289803000
2011-12-31,750556,GD,3877122,257480000
2011-12-31,757011,USG1,17072192,173453000
2011-12-31,78214,COP,29100937,2120585000
2011-12-31,80424,PG,76766036,5121062000
2011-12-31,809697,UPS,1429200,104603000
2011-12-31,851397,IBM,63905931,11751023000
2011-12-31,922812,AXP,151610700,7151476000
2011-12-31,927066,TRL,2684500,203512000
2012-03-31,104169,WMT,46708142,2858538000
2012-03-31,104889,GHC,1727765,645441000
2012-03-31,105598,WFC,394334928,13462596000
2012-03-31,1059556,DUT,28415250,1196282000
2012-03-31,1103982,MDLZ,78017165,2965432000
2012-03-31,1121404,SNY,4063675,157467000
2012-03-31,1131399,GSK,1510500,67837000
2012-03-31,1141391,MA,405000,170319000
2012-03-31,1339947,VIAB,1591670,75541000
2012-03-31,1390777,BK,5607466,135308000
2012-03-31,1393231,COST,4333363,393469000
2012-03-31,1403161,V,2865008,338071000
2012-03-31,1442145,VRSK,2230148,104750000
2012-03-31,1465112,DTV1,22999600,1134800000
2012-03-31,1466258,TT,636000,26299000
2012-03-31,1467858,GM,10000000,256500000
2012-03-31,1507934,STRZA,3000000,264450000
2012-03-31,200406,JNJ,29018127,1914036000
2012-03-31,21344,KO,200000000,14802000000
2012-03-31,29534,DG,3637164,168037000
2012-03-31,320335,GL,4235818,211156000
2012-03-31,36104,USB,69039326,2187165000
2012-03-31,36270,MTB,5382040,467591000
2012-03-31,39899,TGNA,1740231,26678000
2012-03-31,40545,GE,7777900,156102000
2012-03-31,50863,INTC,7745000,217751000
2012-03-31,58361,LEE,1655125,2119000
2012-03-31,64803,CVS,7106500,318371000
2012-03-31,750556,GD,3877122,284503000
2012-03-31,757011,USG1,17072192,293642000
2012-03-31,78214,COP,29100937,2211963000
2012-03-31,80424,PG,73254136,4923411000
2012-03-31,809697,UPS,1429200,115365000
2012-03-31,851397,IBM,64395700,13436163000
2012-03-31,922812,AXP,151610700,8772196000
2012-03-31,927066,TRL,6000000,541020000
2012-06-30,1390777,BK,18719515,410893000
2012-06-30,1393231,COST,4333363,411669000
2012-06-30,1465112,DTV1,28420700,1387498000
2012-06-30,21344,KO,200000000,15637999000
2012-06-30,29534,DG,3320885,180623000
2012-06-30,39899,TGNA,1740231,25634000
2012-06-30,64803,CVS,5301916,247759000
2012-06-30,750556,GD,3877122,255735000
2012-06-30,78214,COP,28868637,1613180000
2012-06-30,922812,AXP,151610700,8825260000
2012-06-30,927066,TRL,9300000,913353000
2012-09-30,1390777,BK,19633915,444119000
2012-09-30,1393231,COST,4333363,434030000
2012-09-30,1465112,DTV1,29555600,1549896000
2012-09-30,21344,KO,400000000,15172000000
2012-09-30,315189,DE,3978767,328129000
2012-09-30,39899,TGNA,1740231,30889000
2012-09-30,750556,GD,3877122,256355000
2012-09-30,78214,COP,24123911,1379405000
2012-09-30,922812,AXP,151610700,8620585000
2012-09-30,927066,TRL,10197569,1056570000
2012-12-31,1390777,BK,19633915,504592000
2012-12-31,1393231,COST,4333363,427833000
2012-12-31,1465112,DTV1,34037500,1707321000
2012-12-31,21344,KO,400000000,14500000000
2012-12-31,315032,ADM,5956600,163151000
2012-12-31,315189,DE,3978767,343845000
2012-12-31,39899,TGNA,1740231,31342000
2012-12-31,750556,GD,3877122,268568000
2012-12-31,78214,COP,24123911,1398945000
2012-12-31,922812,AXP,151610700,8714584000
2012-12-31,927066,TRL,13607935,1504085000
2013-03-31,1027884,CBI,6508600,404185000
2013-03-31,1390777,BK,18939115,530106000
2013-03-31,1393231,COST,4333363,459813000
2013-03-31,1465112,DTV1,14275800,807868000
2013-03-31,21344,KO,400000000,16176000000
2013-03-31,315189,DE,3978767,342094000
2013-03-31,78214,COP,24123911,1449847000
2013-03-31,922812,AXP,151610700,10227658000
2013-03-31,927066,TRL,14973906,1775756000
